district,date,rainfall_mm,temperature_c,humidity_pct,sanitation_score,population_density,previous_cases,outbreak_label
Tamale,2023-08-29,2.0766300653428353,23.326123339467294,76.9995737457638,0.540787462805683,575.3703355807206,19,0
Accra,2023-08-30,6.450682186101888,22.981757683790015,70.71543152234887,0.54389411852908,520.5348964067523,28,0
Accra,2023-08-31,0.33794967744737164,20.224387103253235,61.90635591265024,0.5859147301788292,196.04063719211885,20,0
Tamale,2023-09-01,1.893801907088391,27.117995327967307,69.41310580767484,0.7590387490201724,684.6004060812656,24,0
Tamale,2023-09-02,3.8771175720002478,35.31262459621573,49.674760964724605,0.6069973393491568,881.1996327055809,17,0
Tamale,2023-09-03,7.820486666689938,19.662335428728635,63.979270499468086,0.6416422017462886,845.3672823911077,16,0
Cape Coast,2023-09-04,1.9191480352007948,25.12109728336379,78.0930634973311,0.700156418086497,663.4492380827212,17,0
Accra,2023-09-05,4.916045432010813,32.061102777077146,57.81954104607626,0.90593306200519,167.75084498650625,16,0
Cape Coast,2023-09-06,10.856808293621349,24.601793043771423,51.52366071380915,0.5069310679564301,201.15732445841167,25,0
Tamale,2023-09-07,4.783782545360431,27.26185898124867,53.4791111140694,0.8246894101183112,144.3780883988422,16,0
Accra,2023-09-08,1.3260782148292474,19.688032359265602,49.10366962657612,0.8344382655203426,331.7312948432224,17,0
Cape Coast,2023-09-09,0.12351706872077611,27.141535486038244,52.15238091872297,0.8993278901783183,222.09532044433996,18,0
Cape Coast,2023-09-10,10.204908431870907,24.064278674977256,56.29491901409971,0.9663764695301567,334.0432362271905,21,0
Tamale,2023-09-11,0.10749432080130657,29.928649978399314,45.94432980821358,0.5100689244746449,446.55225014706554,28,0
Accra,2023-09-12,10.385288833020851,30.936930257823754,60.15618333949603,0.576891852756608,948.6845056640221,16,0
Tamale,2023-09-13,3.763818602347772,37.94781821009307,69.02277173786648,0.9430856470279965,649.3384538035228,21,0
Accra,2023-09-14,13.989959213963314,27.898165866067878,50.9224381985308,0.7292592810935077,851.4764071146661,19,0
Takoradi,2023-09-15,8.016862615115626,26.628981582910832,75.19283923641768,0.7822953194667317,739.316350641099,23,0
Kumasi,2023-09-16,30.91097205423663,25.97192150788668,65.10792088527595,0.8315136018615736,201.25281747396858,17,0
Kumasi,2023-09-17,2.1593930842414184,23.23416853594656,70.30580585624057,0.8395333022478186,762.3283657365539,19,0
Kumasi,2023-09-18,7.287626295557289,26.692419217308455,53.42165446147863,0.9658702016582541,347.588993403212,30,0
Tamale,2023-09-19,2.5702450131147043,23.522992949304854,68.54525227066615,0.9984747087058348,675.1970622952357,17,0
Takoradi,2023-09-20,3.2684365214259565,25.84230488134807,49.08066099604687,0.8600787304654701,406.8657762786897,20,0
Accra,2023-09-21,4.937664538140577,31.5879876780398,68.90247500836509,0.6436106046025754,997.9050369381932,22,0
Cape Coast,2023-09-22,10.34457032016195,19.967287173601793,61.718393397935316,0.9398762011471717,337.19633154710004,21,0
Accra,2023-09-23,20.701985184206542,30.699392805645225,65.53251219984784,0.5246104572703808,351.21742369684273,14,0
Cape Coast,2023-09-24,7.310985551696126,31.58557533669933,48.24405394375148,0.6155404264372482,937.6050300061585,26,0
Accra,2023-09-25,2.704420967955709,24.409657365044605,51.049301577233955,0.9486928587318575,122.1799641726904,24,0
Takoradi,2023-09-26,2.7353478790951207,14.390725504957027,65.97228218253385,0.6280957572196775,727.0200890858772,19,0
Cape Coast,2023-09-27,6.6890888798683275,21.960890064527838,50.51651995775799,0.6103255298108743,752.7937516622903,25,0
Tamale,2023-09-28,1.3641456002979715,31.484972732805545,64.63206292099123,0.5690626465701236,852.7407196693594,20,0
Accra,2023-09-29,0.5853333479033074,24.88565968850559,46.32862193539754,0.9295558788234582,976.9953795746278,20,0
Accra,2023-09-30,2.1895966579705823,20.003488838525445,68.48174212666669,0.7500291295955434,978.0417272409871,30,0
Cape Coast,2023-10-01,1.69304553208913,22.47612539385891,47.67476685231491,0.8374466015270774,158.7490818098175,17,0
Tamale,2023-10-02,1.7570734486615278,29.203100132522763,65.52299937679523,0.6195331920375149,839.6553904776123,25,0
Tamale,2023-10-03,1.3303058297974837,27.7336678410069,66.25630933646,0.8790202105056082,681.6789402916432,22,0
Takoradi,2023-10-04,0.21502390468673663,23.80533950415153,53.03228181570425,0.8800027724810493,682.6079209357821,16,0
Tamale,2023-10-05,0.0901780141597453,23.165877940926563,65.82026567084726,0.6562990124541501,215.51493395322532,11,0
Tamale,2023-10-06,21.99988989556151,23.04120925478089,62.60442263333556,0.7053413165051414,685.168449801088,21,0
Tamale,2023-10-07,2.79109873446051,20.387949077507486,54.61158143807262,0.6048451387151004,984.234322541123,23,0
Kumasi,2023-10-08,2.425193637276589,33.07687844734721,49.91445315923792,0.9882805116614521,920.6367125855022,24,0
Takoradi,2023-10-09,5.691663243132235,23.3883976539433,40.373743083274206,0.8228012885292058,495.2175947243655,15,0
Accra,2023-10-10,1.2311262797046667,31.085792604127484,63.496500472996935,0.9672719403577578,135.95317595748492,25,0
Cape Coast,2023-10-11,14.97478126869888,32.60658025961226,44.35197228637945,0.6516927718145666,426.06414100018435,19,0
Accra,2023-10-12,7.716963909377931,29.9915544907398,60.95344199441308,0.8909454564984449,843.7512804404997,15,0
Takoradi,2023-10-13,0.46831819320503476,22.841898436409757,57.36551783917751,0.8829293219423711,731.3491913186494,30,0
Cape Coast,2023-10-14,2.7028238701669487,27.018650451683047,66.79142775438196,0.8458278259332708,513.4092900345607,16,0
Takoradi,2023-10-15,10.564714800704266,24.879021968045418,56.97954500510136,0.9828194876334002,149.591381642948,28,0
Tamale,2023-10-16,14.477808015604161,20.48149069634936,56.70552213652908,0.6967776680531578,484.20525504097236,18,0
Cape Coast,2023-10-17,3.1499372155069616,26.621796408608017,67.31870704288295,0.5653586617948787,522.1224457460951,18,0
Tamale,2023-10-18,4.751970862882183,19.10480104420099,63.35058029084117,0.8358544296220304,935.6999796047223,20,0
Accra,2023-10-19,0.9138119462839928,30.93839694230782,63.16155957182778,0.864654900238603,676.9774932239435,16,0
Accra,2023-10-20,23.647223430464063,22.676913513508033,64.69267589808527,0.7875302867294074,380.487624989184,16,0
Cape Coast,2023-10-21,1.3176908250884165,26.005798279364196,44.64427876792894,0.6034089465666981,572.7864380056492,17,0
Cape Coast,2023-10-22,14.30004665746944,26.41643935773071,67.56788679986983,0.7522279708346777,159.44977703994405,20,0
Takoradi,2023-10-23,5.2440652973428,23.705475131479613,66.12468794013603,0.6560948682845646,975.3114120847631,16,0
Takoradi,2023-10-24,4.679111114360969,27.933469007376374,49.83316871423503,0.7137332640833445,424.05391173765344,18,0
Tamale,2023-10-25,3.594258762962206,22.62548171688738,57.55919526325799,0.8226092879223319,530.0806194218222,21,0
Cape Coast,2023-10-26,1.311175140259813,29.35648648728622,59.606927123723686,0.8726073713454172,419.75557681323033,21,0
Accra,2023-10-27,0.9711288501168364,18.270101598766257,58.655032155982674,0.6161123454506716,714.2605571045801,18,0
Takoradi,2023-10-28,1.2454244931025338,25.63189789773206,63.338599665685344,0.7026626803234767,696.0089424966337,22,0
Takoradi,2023-10-29,1.031667317772751,34.694644995291426,74.31366781831184,0.6345807854958145,743.7900794762221,21,0
Accra,2023-10-30,7.561203787863983,19.998343376972127,70.81766727672829,0.5993158069309346,341.32890665072875,19,0
Takoradi,2023-10-31,2.154878205365372,21.611275147375743,46.87780806568594,0.8916936099979191,384.1016330476594,17,0
Tamale,2023-11-01,0.2979150416638424,27.569539248294575,66.22069990306049,0.9546263472184962,212.72610798658715,20,0
Cape Coast,2023-11-02,17.385421082633872,25.89790890969799,73.28933319535409,0.6851160928422884,689.9589746615013,24,0
Accra,2023-11-03,10.761604850130002,26.753150496367795,63.868085206892026,0.8756394621868835,135.8174146020873,22,0
Cape Coast,2023-11-04,13.138272769033772,27.445935650738317,70.90980425185967,0.9484976446822055,637.9141019711132,28,0
Takoradi,2023-11-05,26.400248845248534,28.17360734280885,80.12270445700764,0.9230621052651158,882.7262963664705,23,0
Takoradi,2023-11-06,0.9551684828809266,30.548499209781117,70.23709546106981,0.591406694269613,901.7489334606702,16,0
Accra,2023-11-07,2.522909274469404,27.049093284642563,62.49308595641729,0.9781459407566806,504.1339843329655,26,0
Tamale,2023-11-08,7.099017377406353,23.793711726907286,70.45088474084753,0.6883382202147312,513.3733193917665,28,0
Kumasi,2023-11-09,5.953977012106687,28.362868506013655,61.44887833096891,0.6696203305869182,169.27226470721564,20,0
Accra,2023-11-10,0.8355644239675343,34.49940967447608,60.23903043284955,0.5312156636388902,703.6885228987321,24,0
Kumasi,2023-11-11,8.459565014931576,24.33683126808713,56.485857642862676,0.7430868270524416,839.133478335561,29,0
Kumasi,2023-11-12,1.2708533362029315,20.127353476646793,75.63413358832108,0.5545068078204644,320.1895491442417,22,0
Tamale,2023-11-13,1.2668387698482153,30.53540334643486,51.81571334057999,0.624269910463713,479.1707934700282,14,0
Kumasi,2023-11-14,3.849864921454185,24.398094180232007,75.32367724678116,0.6584713108836406,854.9554030887433,15,0
Kumasi,2023-11-15,4.493972620934595,14.136652269929819,64.99864123740372,0.904413161745842,889.4084208960592,18,0
Tamale,2023-11-16,4.338529227647337,29.23710838575211,46.006938251980586,0.9377443251979483,318.8619822378033,22,0
Kumasi,2023-11-17,0.4797295148550687,22.323359070230385,63.67649292991422,0.6512331587307348,595.5135710872278,20,0
Kumasi,2023-11-18,10.496624056457119,24.547333588479198,38.99973492348376,0.929349060622287,273.2438355722444,21,0
Kumasi,2023-11-19,1.5435074883350777,26.659901652845072,66.25508016831036,0.9286154686848955,191.69088772560087,21,0
Accra,2023-11-20,0.6935233048470015,25.952498398895333,68.8523148298899,0.8823254751924368,920.0084512527618,18,0
Accra,2023-11-21,10.979790492400168,28.5472590856952,54.07644044347946,0.5733475570075908,838.4567538088983,19,0
Accra,2023-11-22,15.578381763766396,22.822568147150783,61.235476959555825,0.8451614234503645,784.0314116228565,22,0
Tamale,2023-11-23,9.907133922374811,27.565528990880413,79.54157433750287,0.9725120322902844,143.88968693182636,22,0
Takoradi,2023-11-24,8.290937348668061,23.702266612080415,54.942532957380635,0.8412702393835785,859.3559134392317,17,0
Kumasi,2023-11-25,5.3245625059931,28.694052404437514,49.410924129433994,0.665808424553917,494.23966831484535,23,0
Kumasi,2023-11-26,4.002073907849494,28.076837420065267,74.81663402462598,0.7502896587154156,408.1556109662737,18,0
Tamale,2023-11-27,0.45502448376175403,20.322806489777022,79.62587190530795,0.8228625216755268,591.8287249228388,25,0
Kumasi,2023-11-28,2.625072499551324,30.42991058087516,60.03695671847847,0.7552852043642517,182.21791845120026,31,0
Accra,2023-11-29,2.331560393153081,22.32018277442976,70.11463035408356,0.5599764708654849,780.981894417159,17,0
Takoradi,2023-11-30,1.5038621173814224,29.040288991405724,73.41475915530881,0.6560320223260103,624.1915691994662,26,0
Cape Coast,2023-12-01,6.426277899985342,26.836436567006704,52.57515767461616,0.9011980152768162,267.93108718585074,19,0
Kumasi,2023-12-02,3.424662419588268,34.190918383975614,55.14694164632132,0.9307090230477587,269.40897979214105,20,0
Accra,2023-12-03,0.4225972361777927,23.88267008814074,72.30874513154735,0.5686500163577851,265.8237864154068,24,0
Cape Coast,2023-12-04,1.2434813059020824,23.253416019409013,76.85014278708509,0.9761933761993623,151.3021487967406,23,0
Takoradi,2023-12-05,5.748350637986245,24.902901970561338,65.62880860174354,0.6644113089243047,629.0186044345163,27,0
Cape Coast,2023-12-06,0.3959242009745616,23.484101085828623,51.20185646497946,0.8311568693653599,856.3133598296573,20,0
Accra,2023-12-07,9.525993115221024,28.99970950971025,79.87061111699441,0.8759125729783406,115.74839258864974,19,0
Cape Coast,2023-12-08,3.417435221560392,16.91844695781706,54.690291021880356,0.9059731173189417,144.10418047414618,12,0
Tamale,2023-12-09,3.2752756871779547,19.73158790426823,56.64862218828548,0.972874851112965,615.4932490182513,18,0
Cape Coast,2023-12-10,4.487440382940374,19.660985392104035,63.423378344896214,0.6564597740144114,837.5461168474471,17,0
Kumasi,2023-12-11,8.705739564722384,29.75153795986788,75.54160420714774,0.9292532272757772,394.0650015117702,22,0
Kumasi,2023-12-12,2.137090669726076,33.553066862909624,68.53975976552223,0.5658434517181035,414.65295892694996,20,0
Tamale,2023-12-13,5.666269489614255,24.477753907312643,64.1486550036191,0.8525204531767964,636.7118477470983,26,0
Accra,2023-12-14,4.170466705174868,24.155891384049948,64.63288530118106,0.870988864756993,346.7916002117323,22,0
Kumasi,2023-12-15,1.5532407280053537,25.350260815565907,60.43514668643466,0.8388616206006603,123.94752946991572,29,0
Takoradi,2023-12-16,10.544557177201792,30.809391513040953,65.58139514518507,0.6261573680675765,761.7056662914365,24,0
Kumasi,2023-12-17,7.983250668763663,20.36323432904713,34.70439922305697,0.9365215735076017,663.0849216473079,28,0
Kumasi,2023-12-18,5.37133284692438,26.191844913673926,57.033925409302014,0.5844292316851976,622.6803991500932,24,0
Accra,2023-12-19,9.505028592708033,29.87598814891215,62.41321934916781,0.5268173957604154,767.5157160926408,19,0
Cape Coast,2023-12-20,10.09810319110265,27.505470849699226,48.48985916380493,0.8587324953059561,707.7077538058337,24,0
Kumasi,2023-12-21,6.161226604546554,25.947908082993717,63.8632331781156,0.7377378576163669,285.29378936048903,17,0
Tamale,2023-12-22,9.070434253104661,30.005230462835705,57.95528779013878,0.9245490099793381,417.23294224901605,20,0
Cape Coast,2023-12-23,5.977898321859919,11.483838535003814,77.5547569831549,0.6916985705291294,213.4991275107625,17,0
Takoradi,2023-12-24,5.6993714586443245,28.38937659765454,75.73019725214857,0.5841392942538564,216.87131207609292,23,0
Accra,2023-12-25,4.819682095110941,21.72962158436288,55.34194430881837,0.9182210962349349,708.5761717208853,22,0
Takoradi,2023-12-26,6.9861019581303205,15.846835515717716,58.49162288433305,0.7744548158200358,872.7400962842484,23,0
Cape Coast,2023-12-27,0.8634708773063949,27.556012997624904,59.260524343916074,0.5945978961951774,966.4593254750251,26,0
Cape Coast,2023-12-28,10.637731590260767,31.86829272581479,55.483405238403776,0.8601919992932229,665.5124057945,17,0
Cape Coast,2023-12-29,10.272516610714677,24.31275742686154,61.950249840281266,0.7555568192447503,265.69119102486127,20,0
Takoradi,2023-12-30,0.1484175577151101,29.764372736014693,52.4171793111241,0.80215649112016,195.08531090403764,18,0
Cape Coast,2023-12-31,8.738236881376569,33.06139128994323,48.693846650624735,0.7304491691032909,831.565874383082,13,0
Takoradi,2024-01-01,0.6898195370187782,31.57457226792024,66.22711223900268,0.9143544919090032,620.8808287239993,16,0
Cape Coast,2024-01-02,2.040734912546543,33.199822646856965,66.29529584221811,0.9147813578415249,656.4565189123479,16,0
Tamale,2024-01-03,6.803294015803708,28.71063745535946,51.956842403400074,0.8546944109121931,803.3158798792383,21,0
Cape Coast,2024-01-04,0.8762921736478159,25.377168194507963,68.95355430762599,0.5527006886982311,732.9495049592065,20,0
Takoradi,2024-01-05,8.517837110792861,16.990170940514158,53.68422270834669,0.9194269309520344,851.012427570487,21,0
Kumasi,2024-01-06,8.92295148506112,23.769687559350256,62.53165238037981,0.8355064902664548,150.59251491389062,20,0
Cape Coast,2024-01-07,3.540976526547985,20.783767023419042,68.20344012612456,0.8485120830021498,772.7685730718543,25,0
Kumasi,2024-01-08,0.032031743087075834,35.85471358748907,59.66387435296287,0.6814914202019358,865.7674815898858,14,0
Tamale,2024-01-09,1.6916367135592756,24.120570937838316,64.54740912141135,0.9396397780785033,357.5215382124829,28,0
Accra,2024-01-10,4.797647471818692,25.61602403392243,54.835703561124284,0.8626858001174287,676.4025465939276,18,0
Tamale,2024-01-11,19.86581733987204,27.75742688020234,58.03533416571903,0.5562952332645972,382.7458574532749,20,0
Cape Coast,2024-01-12,4.995828745445317,25.218012231862268,57.94140569119659,0.7038890172030814,962.1739598342086,28,0
Kumasi,2024-01-13,1.5041984850505852,33.47525520215376,52.53421653459761,0.9431901809800709,130.0812151919534,16,0
Kumasi,2024-01-14,5.025687639707752,21.88675319132774,58.23225836884218,0.5235983508486894,621.8135594496596,18,0
Takoradi,2024-01-15,3.8824850338883565,25.973037276186215,44.51381701136253,0.9807083098210247,249.85319234456358,19,0
Kumasi,2024-01-16,7.5671261506473275,21.28764707150976,55.08846252857895,0.8395812841597814,740.9981846594428,17,0
Takoradi,2024-01-17,0.5657350864791453,18.39988744389647,57.15124506630329,0.8156879888216884,258.3012550767959,14,0
Accra,2024-01-18,7.157042403682414,21.941154545473573,57.4382024750462,0.6352796282439956,311.8449357085218,21,0
Cape Coast,2024-01-19,3.8964300953494475,24.81481601475794,57.58502554129221,0.6243958943695885,544.9337299411823,29,0
Takoradi,2024-01-20,16.48310638883833,22.8534888774137,59.382358001398714,0.9710291097442978,923.3514549971903,14,0
Accra,2024-01-21,2.091780449945556,21.53789510063072,64.79441518086064,0.6491362271170613,290.5429349331738,26,0
Kumasi,2024-01-22,5.006818486725115,17.96841268164083,68.74517074132523,0.8877526483594997,229.81601900629317,30,0
Kumasi,2024-01-23,13.443304877842756,24.584472136856526,53.50234773151733,0.6965608991035396,783.0791486686276,10,0
Accra,2024-01-24,0.5407649883263731,17.476398129844988,47.967991446108556,0.569627035392352,550.5575791005379,18,0
Kumasi,2024-01-25,13.841269634193843,28.80027981844801,49.57955587756897,0.5053576488476794,920.6066011435943,21,0
Accra,2024-01-26,5.821929417789845,25.412198764672517,55.12797078805073,0.7721286685076254,231.95310144385806,22,0
Takoradi,2024-01-27,0.3512382514555415,17.71224250267535,56.48078682183491,0.9878894092744663,681.3351037207354,14,0
Takoradi,2024-01-28,1.790262082141199,23.453954614750682,52.30003933802543,0.6845680969046022,309.59123153663353,17,0
Accra,2024-01-29,6.157954975606562,21.239217972047083,47.038833357501055,0.6785961669965224,241.08438578647537,22,0
Takoradi,2024-01-30,0.34862963697380656,26.5958725520959,55.43879172525812,0.672045808924721,715.0864736415434,15,0
Takoradi,2024-01-31,4.363408645474819,31.70225223011572,61.814266201139716,0.7602719186524292,634.3161579178599,17,0
Takoradi,2024-02-01,2.122345657556806,15.624137651771278,65.95029465835565,0.7203324417121468,779.3447125260981,17,0
Tamale,2024-02-02,4.849980952374174,25.575130395737087,54.42576946891679,0.9399573133635073,378.5163188015641,10,0
Cape Coast,2024-02-03,0.23410619638977423,24.199336022166797,55.87002177856566,0.7527603958617451,503.1744907439709,23,0
Kumasi,2024-02-04,10.260564224384563,28.356700382252328,50.73301691152689,0.7538789190942844,464.9245086973766,16,0
Tamale,2024-02-05,18.150971875721705,26.065983141188447,59.685608296252234,0.5691857973602783,985.6805175698628,22,0
Takoradi,2024-02-06,17.349178322458755,21.240153341305906,51.515713658091855,0.9913697704551929,363.0240610654491,24,0
Accra,2024-02-07,6.9245132848061495,23.40473032166691,65.731278132412,0.6249864454344148,365.3355145120902,15,0
Takoradi,2024-02-08,0.6968059941690288,21.019870715982556,42.14133508065889,0.5366820337298013,419.09338794574666,20,0
Cape Coast,2024-02-09,7.0995286558018,30.38003569299299,56.40370327547538,0.8315731244876043,608.1346731612894,22,0
Takoradi,2024-02-10,0.12447111141255657,25.10655824335971,63.01107339191742,0.7976831850784363,327.09046983737073,19,0
Accra,2024-02-11,0.11185973867236931,34.50595342876504,61.83834516322504,0.7075728269963728,923.7609463413465,17,0
Cape Coast,2024-02-12,1.9549288510861509,24.696695930926897,86.93033663980496,0.711096116940339,339.1170083796371,24,0
Takoradi,2024-02-13,3.353438374608401,21.457966165447687,63.49800024567907,0.8925319605232156,906.2341584041752,21,0
Cape Coast,2024-02-14,7.357244612919284,17.431428036935863,49.959454031579895,0.5978563200498246,193.1275572819262,14,0
Kumasi,2024-02-15,5.748928634454095,15.984301618720275,59.04535752910927,0.9101266594724449,690.906432159687,16,0
Kumasi,2024-02-16,2.9520749369785424,17.079320284972553,42.23753666533548,0.824373556947509,916.2869665944194,21,0
Takoradi,2024-02-17,1.598455812792035,26.335633255057417,59.194002507032394,0.7094848868897622,251.87449455840658,23,0
Cape Coast,2024-02-18,29.257643808284897,27.54362511614967,51.669439429992416,0.7290143082919343,971.4942640893295,13,0
Accra,2024-02-19,2.777208950550171,17.094046489839332,69.15390275560162,0.628323603593048,507.59502437396054,15,0
Takoradi,2024-02-20,3.0018102421227146,29.475191570380577,54.504597254044654,0.8760571663484874,951.1435975969221,18,0
Kumasi,2024-02-21,0.8933839622727785,22.5846947415828,58.832340842047536,0.7564373711526339,709.1380392670422,14,0
Kumasi,2024-02-22,7.919083503186542,25.733965059927748,53.64442158595597,0.6604272713749217,371.4281828861964,17,0
Takoradi,2024-02-23,5.9156611901828695,33.06110314127712,77.38851351853332,0.7980250578804751,269.4722724253958,25,0
Cape Coast,2024-02-24,1.24724264726588,29.48419657932766,56.78757233882088,0.9978672260256616,373.36154160258945,24,0
Kumasi,2024-02-25,0.42986528451189354,23.657346760470837,78.32557043479201,0.7176311398282769,183.71566833640748,17,0
Cape Coast,2024-02-26,5.704979103686202,20.544038872923565,68.14151762118266,0.9603457003893098,229.4811697089968,19,0
Kumasi,2024-02-27,5.313975472115715,14.240922993353475,64.82066727335386,0.672508419962283,194.19439631183303,16,0
Kumasi,2024-02-28,1.5959292433686985,21.4042334037879,63.6873314731752,0.5273663534624929,480.64918936740196,20,0
Tamale,2024-02-29,15.065772031925546,23.944348805861527,63.93797298216251,0.6021210531842145,816.0205386318278,12,0
Kumasi,2024-03-01,0.8188214159732543,20.06410236424408,40.7232742065439,0.7093475716638421,227.24519879470617,16,0
Accra,2024-03-02,2.831117362517058,24.343715164538477,57.21116605849244,0.6098174642972845,217.2883898551023,15,0
Takoradi,2024-03-03,14.377842163998274,25.384259414793842,68.45157971184321,0.5001135191091277,679.0860545655977,16,0
Takoradi,2024-03-04,2.7212857134677506,23.875720090959607,59.51102816525894,0.9575007688737636,277.4646837712596,29,0
Cape Coast,2024-03-05,5.087825088650514,21.7499870958827,45.94810153196425,0.9219397056154646,187.84903429809245,18,0
Kumasi,2024-03-06,2.534121515045698,25.84327335983364,59.4759554942253,0.8711461157434736,250.16372038501987,10,0
Accra,2024-03-07,1.6025086503344064,27.209703247847045,77.04105516255491,0.5839072978230143,931.3582562890984,22,0
Cape Coast,2024-03-08,20.66885264565887,19.548004612785768,72.4689171553472,0.5601817881049931,839.3241274985718,29,0
Tamale,2024-03-09,2.632522879227116,32.054661898731354,59.379959906339685,0.5338023747361915,418.65810611958466,23,0
Cape Coast,2024-03-10,11.22626253424066,24.507059338578692,69.51449277058086,0.8620145943864606,690.2386905946536,20,0
Cape Coast,2024-03-11,1.3065290624194523,25.094248114724238,56.33492979631948,0.9644039803439426,583.5481063012343,19,0
Kumasi,2024-03-12,1.1983004068942895,28.541072116282784,42.96128413173281,0.7152679104565185,709.4118371343076,18,0
Tamale,2024-03-13,0.158145245477775,26.166080656317508,50.75534011870445,0.5595703359980241,714.4040372164834,20,0
Cape Coast,2024-03-14,5.272979294379948,29.765683169566223,75.62888768508198,0.7561964103660532,665.8606135539936,15,0
Accra,2024-03-15,2.298495270861007,26.43562082600912,57.26006918170696,0.6744159537293151,339.4912316835777,23,0
Accra,2024-03-16,9.988690294133969,21.93781312679781,57.56616020624982,0.6874124621749989,135.10577868653633,20,0
Takoradi,2024-03-17,3.2047655735140683,26.80751762603051,57.00161803725119,0.8106653120778536,510.01010379109795,20,0
Tamale,2024-03-18,17.240411706004004,19.28136896339669,79.04136589573007,0.8593590566311011,901.8764962216335,20,0
Tamale,2024-03-19,1.026060891304192,25.542798528882617,76.25958915362062,0.5553017994365804,612.5475326667183,22,0
Takoradi,2024-03-20,10.148427523649552,24.833850046777695,82.18780233448135,0.5177951154032382,849.1519375317172,13,0
Cape Coast,2024-03-21,7.493886523371488,23.959415713637302,58.40954789599949,0.9971651513428574,992.4619086651053,14,0
Tamale,2024-03-22,7.368460219450181,24.357312442805345,62.95624488747095,0.6163641744577759,247.25458372444865,20,0
Accra,2024-03-23,9.314663054072945,15.590754772511804,44.833574505792086,0.5269152624542295,722.5998752277841,21,0
Accra,2024-03-24,7.156960563018635,22.256375461295193,74.76934426118274,0.59493766454796,706.8642163300221,19,0
Kumasi,2024-03-25,4.920443752117819,25.464224505705573,48.32220448732065,0.519478923174232,981.9599026224506,23,0
Tamale,2024-03-26,0.7034699296379123,25.799281959987002,62.16775563762629,0.6959054473085858,987.0406605575203,17,0
Cape Coast,2024-03-27,0.16533456674992855,19.86162429537021,49.02697472367156,0.9012008922256621,718.0107505517166,22,0
Takoradi,2024-03-28,12.681916509071321,31.328539204323505,54.11133173261304,0.6706222248788603,319.2533127839748,25,0
Takoradi,2024-03-29,4.794038447153901,20.669125758927496,51.627375689503,0.7220917034391833,818.7002543175391,17,0
Cape Coast,2024-03-30,7.961362694658197,29.847286002633684,53.92124739324182,0.8377933867837194,196.3262207899343,22,0
Kumasi,2024-03-31,3.284291801348973,27.135971809358423,54.608772968510216,0.7544470350349401,802.6293737544659,21,0
Takoradi,2024-04-01,0.6238958208700401,21.768863450780984,54.517312050749226,0.9307228430106621,919.1765117302268,18,0
Tamale,2024-04-02,0.6687187455816921,33.87655446304756,68.33333911780306,0.9330178375228783,444.5500552915917,15,0
Kumasi,2024-04-03,5.784894074723557,19.0318158412176,48.9513720693748,0.5049553477455768,667.5717654847724,19,0
Tamale,2024-04-04,2.8132785996209515,29.595770868050007,62.20541427013867,0.8890231532415995,487.12845888714367,16,0
Accra,2024-04-05,1.1189983744581806,30.002911590214893,72.17959152305559,0.730366800120837,493.98854948931563,20,0
Kumasi,2024-04-06,3.382380067046655,21.646898954616777,54.86803635486604,0.9944202706518315,379.33380019730805,17,0
Takoradi,2024-04-07,0.33181525396729833,31.962326500321645,52.82081109252398,0.7416160379377176,785.9166584052922,15,0
Kumasi,2024-04-08,4.361027161624753,23.749767427005235,57.69475374819749,0.9934479726941488,942.5589077498547,18,0
Kumasi,2024-04-09,1.5666639830622868,26.443468146399287,71.7972520836071,0.8772846806028682,946.675773311015,20,0
Kumasi,2024-04-10,7.986536450159809,26.301609193856102,61.94107630953358,0.6243024423066532,257.3031563874405,13,0
Kumasi,2024-04-11,1.8579419859009692,24.32845629264726,54.68785705392401,0.7691974896434788,887.2692846909094,22,0
Tamale,2024-04-12,3.0368675459765626,29.05404136579891,64.8387665118804,0.9960678197392914,763.6882972844099,17,0
Accra,2024-04-13,0.05844293025465451,28.967443602761065,48.977078501635766,0.9287653038759618,327.5536606212603,15,0
Cape Coast,2024-04-14,0.3760261115334893,16.257340133809095,66.81359510442948,0.5486834468956105,160.55615162936311,16,0
Kumasi,2024-04-15,2.4919624854285862,31.521701214390763,64.08607307701767,0.8531859984049981,341.1975401959402,17,0
Takoradi,2024-04-16,3.2690442439000633,16.68754005982163,56.92191528861116,0.6727897929354065,920.9874131033731,22,0
Kumasi,2024-04-17,4.581710517459567,30.162731021708286,51.61414201552769,0.5034911309401741,669.860807406195,14,0
Takoradi,2024-04-18,1.7241735753722909,30.633525684137915,51.133190777165424,0.7017404845134998,748.9491948080847,18,0
Tamale,2024-04-19,5.9369205719459295,19.54516784892401,65.3481733634591,0.6173772108624856,331.4371159981863,21,0
Takoradi,2024-04-20,9.834937522015512,22.945928560227077,72.28980502489063,0.9094346352602358,747.4493400173383,22,0
Cape Coast,2024-04-21,7.567253193487854,19.47147665757032,53.626922529712054,0.6686653044228827,125.30935565013138,20,0
Accra,2024-04-22,0.20212508198851578,23.925394848556323,64.58386703551484,0.9137618469769085,437.7892111957124,17,0
Takoradi,2024-04-23,3.2745092075105413,23.459828579071292,39.12972981397931,0.5002989694173976,664.078013688098,21,0
Takoradi,2024-04-24,0.5542677540477307,28.898302661346698,54.153822693428005,0.6539095750130596,231.4869089871882,16,0
Accra,2024-04-25,1.385656413923591,31.55154373059804,59.68941067129098,0.6205826071538809,840.7032170022412,20,0
