district,date,rainfall_mm,temperature_c,humidity_pct,sanitation_score,population_density,previous_cases,outbreak_label,district_encoded,week_of_year,rainfall_rolling,rainfall_anomaly
Cape Coast,2023-06-24,5.448329615463392,17.187270715567287,68.58451116656666,0.604157695004259,154.81498891166444,13,0,1,25,3.6553009751177408,1.7930286403456508
Kumasi,2023-06-25,13.809608237564843,22.354736613268525,57.653794300425865,0.6777196686820308,731.4087390426481,16,0,2,25,6.666988610002013,7.14261962756283
Tamale,2023-06-26,6.594526356275214,28.97132339810913,60.382379949600285,0.8346095149624333,108.84479731280906,24,0,4,26,7.271065785688689,-0.6765394294134754
Accra,2023-06-27,1.2099780662202366,18.728552884153757,45.51408585366456,0.7419012699303236,468.2643287126397,25,0,0,26,6.765610568880921,-5.555632502660684
Takoradi,2023-06-28,0.1583983941212892,26.467789660833148,57.00323351993213,0.7091947666891667,396.4413423718681,21,0,3,26,5.4431277635453945,-5.284729369424105
Accra,2023-06-29,1.5208465100279396,18.21709097688297,59.49795382958255,0.6789056246677965,724.0397846669672,18,0,0,26,2.3709373316611693,-0.8500908216332297
Accra,2023-06-30,4.520303259365487,27.332149912167637,86.20793091029975,0.7968903159717261,789.620925484341,19,0,0,26,1.8523815574337377,2.667921701931749
Tamale,2023-07-01,0.2639763904988734,24.821792588512583,48.88032974225837,0.7877967143200411,373.68517237415546,28,0,4,26,1.6158811385033969,-1.3519047480045234
Accra,2023-07-02,3.4295297801309443,16.924340920472453,74.64177238752437,0.58072891703212,830.4643130003682,15,0,0,26,2.4336639850058104,0.995865795125134
Kumasi,2023-07-03,4.542144199937801,30.823696772285857,69.96858773465809,0.7358699187592195,364.5250844544404,29,0,2,27,3.188988407483276,1.3531557924545248
Kumasi,2023-07-04,2.034159389690502,21.327042116009757,62.806364044901365,0.7767358881049249,501.6937239879051,15,0,2,27,2.56745244006453,-0.5332930503740281
Cape Coast,2023-07-05,7.368249795733673,20.94873781492809,77.58620484195134,0.7851434693656952,754.3166743127206,21,0,1,27,4.34352079137323,3.0247290043604433
Takoradi,2023-07-06,0.56359457382339,26.002845986154718,63.72105472606863,0.6050535964561758,723.6282063023098,22,0,3,27,3.6270369897963413,-3.0634424159729514
Accra,2023-07-07,0.390552528961235,30.74318674714357,63.891591956679285,0.8711356961261434,988.63162508098,17,0,0,27,2.5891390720521996,-2.198586543090965
Accra,2023-07-08,6.513237051081964,19.920890905108017,59.46879346982455,0.5125995474105348,302.64492179433864,17,0,0,27,3.708908487400065,2.804328563681899
Tamale,2023-07-09,3.420851133315343,25.30839924923986,72.23568882418627,0.6774159277715813,696.0861221856242,25,0,4,27,2.7220588217954824,0.6987923115198607
Kumasi,2023-07-10,5.830213278665704,27.144082501652864,70.96469233810883,0.8901063242678168,648.7137174481996,17,0,2,28,4.038713498006061,1.7914997806596435
Takoradi,2023-07-11,2.8531199956442865,28.46552803631572,53.74322712503788,0.7819464605277011,923.5886090410268,15,0,3,28,4.6543553646768245,-1.801235369032538
Cape Coast,2023-07-12,1.414481268792658,25.882207776386124,46.80752805401232,0.6305812162554301,240.72592748038755,26,0,1,28,3.379666419104497,-1.9651851503118392
Kumasi,2023-07-13,8.54911849285598,23.164860804583387,57.97019362604343,0.8474765596715239,776.6183472282397,14,0,2,28,4.661733258989656,3.8873852338663237
Cape Coast,2023-07-14,8.03260781980095,20.8620488967564,51.999614356023535,0.7836954720780367,611.4417546418915,22,0,1,28,5.212331894273468,2.820275925527481
Tamale,2023-07-15,5.932244098545607,25.430719415231877,59.36475425384645,0.8981218047281936,347.19928280911483,19,0,4,28,5.982112919998799,-0.049868821453191714
Tamale,2023-07-16,1.5882680749401603,19.63930494007197,72.37438134684139,0.8675125930949117,526.9914227324566,23,0,4,28,6.025559621535674,-4.437291546595514
Accra,2023-07-17,4.460804398617321,10.393247582526964,55.4269834491321,0.8050539610181173,400.398937362818,18,0,0,29,5.0034810979760085,-0.5426766993586876
Takoradi,2023-07-18,2.2390498778991104,27.182799020788337,59.571766186884254,0.744088837655407,621.3820625096148,20,0,3,29,3.555091612500549,-1.3160417346014386
Cape Coast,2023-07-19,0.4802536730332661,29.519674205430977,60.58022734808395,0.5665910628337617,900.1005497331993,25,0,1,29,2.1920940061224643,-1.7118403330891983
Kumasi,2023-07-20,12.463499217688208,13.185337822290808,68.48430882205284,0.6306665089426919,612.3744859709818,25,0,2,29,4.910901791809476,7.552597425878732
Tamale,2023-07-21,0.7356522440976001,19.95134647645031,37.53110666015395,0.7095497364585426,668.5501764939256,19,0,4,29,3.9796137531795464,-3.243961509081946
Accra,2023-07-22,15.002453265613813,28.095771305025988,53.93299705234704,0.7996496435031943,566.8730624032385,19,0,0,29,7.170464600108222,7.831988665505591
Accra,2023-07-23,2.953005063954361,35.2874773485585,62.11283692279473,0.7568539276076525,146.0489558009283,31,0,0,29,7.788652447838495,-4.835647383884134
Cape Coast,2023-07-24,1.023651409567329,25.10396853837704,72.00078956426862,0.6440922629797647,309.5727011884848,13,0,1,30,4.928690495808276,-3.9050390862409468
Tamale,2023-07-25,3.903349230758683,21.35998529385433,55.08097552493795,0.5032321788948553,542.8015564888744,11,0,4,30,5.720614742473546,-1.8172655117148633
Takoradi,2023-07-26,10.315708971410292,24.0855177944758,41.23447293958126,0.7481196109504069,379.2117553702343,16,0,3,30,4.548928668922667,5.766780302487625
Tamale,2023-07-27,6.588038895652368,31.874382095740923,66.19711445966136,0.6428129942811216,263.5872379850748,19,0,4,30,5.457687126847168,1.1303517688052
Cape Coast,2023-07-28,8.213969130368787,21.770179104377323,53.646376111743706,0.8673041503552675,553.7195577265945,23,0,1,30,7.255266557047532,0.9587025733212542
Cape Coast,2023-07-29,5.376188575852013,21.00403996674873,48.10333340909639,0.5119731326352417,390.5288141030653,18,0,1,30,7.623476393320865,-2.2472878174688518
Tamale,2023-07-30,5.892769180707661,22.58628238908984,53.75654610286776,0.7924139056528954,332.29687885607325,24,0,4,30,6.517741445645207,-0.6249722649375462
Cape Coast,2023-07-31,9.458859940251395,20.23335695870644,58.1547464234415,0.9707371187530328,517.5868756963428,20,0,1,31,7.2354467067949635,2.223413233456432
Tamale,2023-08-01,1.4361975777006006,25.613351579973976,53.95255335461788,0.5872046335557497,219.95583227395585,20,0,4,31,5.541003818627917,-4.104806240927317
Kumasi,2023-08-02,3.361088330856207,33.1233922923478,37.9443394290093,0.7358247453752977,934.9711597678664,16,0,2,31,5.0372287573789665,-1.6761404265227595
Tamale,2023-08-03,1.2500656455306116,26.615396365580143,68.97066196887133,0.5457109959085691,880.9318881273151,15,0,4,31,3.8765528735847035,-2.626487228054092
Tamale,2023-08-04,21.977792087026646,23.738232489368563,72.74875041278722,0.8128409561306763,736.8585271664817,22,0,4,31,7.006285910278516,14.97150617674813
Cape Coast,2023-08-05,14.417318936602072,23.54094365542228,66.51521991339506,0.7752658402981127,195.5924448296106,28,0,1,31,10.251566250003885,4.1657526865981875
Cape Coast,2023-08-06,0.2011255060268954,17.184045956516716,48.62314329575183,0.7036827621064161,798.2895290227237,20,0,1,31,9.461575543796558,-9.260450037769662
Accra,2023-08-07,6.1136578159786445,29.415548885735795,57.98508466052482,0.7606885107368706,827.161595298117,27,0,0,32,10.677473586408565,-4.563815770429921
Accra,2023-08-08,12.967917787376278,24.61081401493599,59.93478684770542,0.9482873292345052,790.9881559429039,18,0,0,32,8.425005011495973,4.542912775880305
Kumasi,2023-08-09,0.99576412693925,24.09760043204687,65.9879438956191,0.5981471511555335,202.56929840731704,27,0,2,32,5.069616309080267,-4.073852182141017
Accra,2023-08-10,4.196014588229511,40.965537839224304,66.68340488718081,0.5112822558526736,679.5171613609882,14,0,0,32,6.068338579630922,-1.8723239914014105
Tamale,2023-08-11,12.354326320627653,26.49376454182843,52.65826201221504,0.9308324423495504,850.8923161744586,27,0,4,32,7.628505705793174,4.725820614834479
Cape Coast,2023-08-12,0.172677617721059,21.24104474952408,60.8199555641356,0.7885585411939533,619.618061097701,19,0,1,32,4.429695663379368,-4.257018045658309
Accra,2023-08-13,5.977052284464427,22.868212018972283,64.57280404615241,0.9453292277309212,681.7666377052801,21,0,0,32,5.6750177027606625,0.3020345817037642
Accra,2023-08-14,1.764474823726064,30.74222854598377,74.55822322146767,0.7984726117065863,512.5271314836755,27,0,0,33,5.067132761634801,-3.3026579379087373
Kumasi,2023-08-15,12.911243356778378,25.56635205268882,67.04506539824723,0.9050805449798512,575.8365878956474,22,0,2,33,5.206362020672482,7.704881336105896
Kumasi,2023-08-16,17.712349613111268,17.808610108413166,67.89056687375519,0.714836681677574,130.9391725165527,27,0,2,33,9.591280019520035,8.121069593591233
Tamale,2023-08-17,14.435868406204872,29.59614467287602,60.838266279293606,0.8749299656441344,675.0667197759561,31,1,4,33,11.705984049955145,2.729884356249727
Cape Coast,2023-08-18,3.2143070259922912,21.65927957230503,74.10459145203504,0.956520733444928,173.3024916020433,20,0,1,33,12.068442100521702,-8.854135074529411
Kumasi,2023-08-19,9.904053533676793,34.366488881087726,64.09762795959497,0.7860614818611031,491.51313490620106,18,0,2,33,11.316644644746306,-1.4125911110695135
Accra,2023-08-20,9.307136366495394,30.400240328573243,51.389120898264295,0.5903925752811898,363.38958790066704,20,0,0,33,9.215341333092336,0.0917950334030575
Cape Coast,2023-08-21,1.921702607597672,22.76339052170625,74.0336997012519,0.634398807515099,590.8851551905418,22,0,1,34,6.086799883440538,-4.165097275842866
Cape Coast,2023-08-22,8.827987706973266,31.405081808675565,66.97903272539028,0.5993222884487028,220.0747019708864,25,0,1,34,7.490220053685781,1.337767653287485
Accra,2023-08-23,0.1885489763445486,25.339277552637014,55.569559788715175,0.6234285137978665,722.4790617759863,15,0,0,34,5.061343914352721,-4.872794938008172
Kumasi,2023-08-24,4.535043201439034,29.263868375611096,55.205070326007565,0.6532077246755181,815.5103832356233,24,0,2,34,3.8683206230886302,0.666722578350404
Accra,2023-08-25,1.3068812059864283,27.42366408647237,62.96575545140762,0.7775668933765942,247.01900476884083,24,0,0,34,3.714615272685819,-2.4077340666993905
Cape Coast,2023-08-26,0.6423888373582203,20.768216725045637,64.63184795267584,0.7939958147319164,193.881778616694,17,0,1,34,1.6682155552820577,-1.0258267179238374
Takoradi,2023-08-27,0.4003767165219137,21.78225083841269,61.97292265631207,0.7132498736209305,230.96393450862325,16,0,3,34,1.7211724903263992,-1.3207957738044855
Takoradi,2023-08-28,5.958389748441185,30.149804087905807,63.11308673442885,0.8077103899104177,889.4148057086516,14,0,3,35,2.077009127076937,3.881380621364248
Tamale,2023-08-29,2.076630065342836,23.32612333946729,76.9995737457638,0.540787462805683,575.3703355807206,19,0,4,35,2.269446341916039,-0.1928162765732031
Accra,2023-08-30,6.450682186101888,22.98175768379001,70.71543152234887,0.54389411852908,520.5348964067523,28,0,0,35,3.721519679101956,2.7291625069999323
Accra,2023-08-31,0.3379496774473716,20.224387103253235,61.90635591265024,0.5859147301788292,196.04063719211885,20,0,0,35,3.7059129193333202,-3.3679632418859486
Tamale,2023-09-01,1.893801907088391,27.117995327967307,69.41310580767484,0.7590387490201724,684.6004060812656,24,0,4,35,2.6897659589951215,-0.7959640519067306
Tamale,2023-09-02,3.877117572000248,35.31262459621573,49.674760964724605,0.6069973393491568,881.1996327055809,17,0,4,35,3.139887835659475,0.7372297363407734
Tamale,2023-09-03,7.820486666689938,19.662335428728635,63.979270499468086,0.6416422017462886,845.3672823911077,16,0,4,35,3.482338955806487,4.338147710883451
Cape Coast,2023-09-04,1.9191480352007948,25.12109728336379,78.0930634973311,0.700156418086497,663.4492380827212,17,0,1,36,3.8776385452448427,-1.958490510044048
Accra,2023-09-05,4.916045432010813,32.061102777077146,57.81954104607626,0.90593306200519,167.75084498650625,16,0,0,36,4.633199426475448,0.2828460055353652
Cape Coast,2023-09-06,10.856808293621349,24.601793043771423,51.52366071380915,0.5069310679564301,201.1573244584117,25,0,1,36,6.378122106880723,4.478686186740625
Tamale,2023-09-07,4.783782545360431,27.26185898124867,53.4791111140694,0.8246894101183112,144.3780883988422,16,0,4,36,5.6189460765483465,-0.8351635311879155
Accra,2023-09-08,1.3260782148292474,19.6880323592656,49.10366962657612,0.8344382655203426,331.7312948432224,17,0,0,36,5.47067862145546,-4.144600406626212
Cape Coast,2023-09-09,0.1235170687207761,27.141535486038244,52.15238091872297,0.8993278901783183,222.09532044434,18,0,1,36,4.27254653063295,-4.149029461912174
Cape Coast,2023-09-10,10.204908431870908,24.064278674977256,56.29491901409971,0.9663764695301568,334.0432362271905,21,0,1,36,4.10957156519534,6.095336866675568
Tamale,2023-09-11,0.1074943208013065,29.928649978399317,45.94432980821358,0.5100689244746449,446.5522501470656,28,0,4,37,2.940499509055559,-2.8330051882542526
Accra,2023-09-12,10.385288833020851,30.936930257823757,60.15618333949603,0.576891852756608,948.684505664022,16,0,0,37,5.20530216360346,5.179986669417391
Tamale,2023-09-13,3.763818602347772,37.94781821009307,69.02277173786648,0.9430856470279964,649.3384538035228,21,0,4,37,6.115377547010209,-2.351558944662437
Accra,2023-09-14,13.989959213963314,27.89816586606788,50.9224381985308,0.7292592810935077,851.4764071146661,19,0,0,37,7.0616402425333105,6.928318971430003
Takoradi,2023-09-15,8.016862615115626,26.628981582910832,75.19283923641768,0.7822953194667317,739.316350641099,23,0,3,37,9.03898231611189,-1.0221197009962637
Kumasi,2023-09-16,30.91097205423663,25.97192150788668,65.10792088527595,0.8315136018615736,201.25281747396855,17,0,2,37,14.170403121415834,16.740568932820796
Kumasi,2023-09-17,2.1593930842414184,23.23416853594656,70.30580585624057,0.8395333022478186,762.3283657365539,19,0,2,37,13.769296741889246,-11.609903657647827
Kumasi,2023-09-18,7.287626295557289,26.69241921730845,53.42165446147863,0.965870201658254,347.588993403212,30,0,2,38,12.093713512287739,-4.806087216730449
Tamale,2023-09-19,2.5702450131147043,23.522992949304854,68.54525227066615,0.9984747087058348,675.1970622952357,17,0,4,38,10.732059111787509,-8.161814098672805
Takoradi,2023-09-20,3.2684365214259565,25.84230488134807,49.08066099604687,0.8600787304654701,406.8657762786897,20,0,3,38,3.8214252285848413,-0.5529887071588848
Accra,2023-09-21,4.937664538140577,31.5879876780398,68.90247500836509,0.6436106046025754,997.9050369381932,22,0,0,38,4.515993092059631,0.4216714460809463
Cape Coast,2023-09-22,10.34457032016195,19.967287173601797,61.71839339793532,0.9398762011471716,337.19633154710004,21,0,1,38,5.280229098210796,5.064341221951153
Accra,2023-09-23,20.701985184206546,30.699392805645225,65.53251219984784,0.5246104572703808,351.2174236968428,14,0,0,38,9.813164140983757,10.888821043222789
Cape Coast,2023-09-24,7.310985551696126,31.58557533669933,48.24405394375148,0.6155404264372482,937.6050300061584,26,0,1,38,10.8238013985513,-3.5128158468551742
Accra,2023-09-25,2.704420967955709,24.409657365044605,51.04930157723396,0.9486928587318576,122.1799641726904,24,0,0,39,10.265490506005081,-7.561069538049372
Takoradi,2023-09-26,2.7353478790951207,14.390725504957029,65.97228218253385,0.6280957572196775,727.0200890858772,19,0,3,39,8.363184895738375,-5.627837016643253
Cape Coast,2023-09-27,6.689088879868328,21.96089006452784,50.51651995775799,0.6103255298108743,752.7937516622903,25,0,1,39,4.8599608196538195,1.8291280602145088
Tamale,2023-09-28,1.3641456002979715,31.484972732805545,64.63206292099123,0.5690626465701236,852.7407196693594,20,0,4,39,3.3732508318042815,-2.00910523150631
Accra,2023-09-29,0.5853333479033074,24.88565968850559,46.32862193539754,0.9295558788234582,976.9953795746278,20,0,0,39,2.843478926791181,-2.2581455788878735
Accra,2023-09-30,2.1895966579705823,20.003488838525445,68.48174212666669,0.7500291295955434,978.0417272409873,30,0,0,39,2.7070411215100463,-0.5174444635394639
Cape Coast,2023-10-01,1.69304553208913,22.47612539385891,47.67476685231491,0.8374466015270774,158.7490818098175,17,0,1,39,1.4580302845652469,0.23501524752388314
Tamale,2023-10-02,1.7570734486615278,29.203100132522763,65.52299937679523,0.6195331920375149,839.6553904776123,25,0,4,40,1.5562622466561358,0.20081120200539204
Tamale,2023-10-03,1.3303058297974837,27.7336678410069,66.25630933646,0.8790202105056082,681.6789402916432,22,0,4,40,1.7425053671296802,-0.4121995373321965
Takoradi,2023-10-04,0.2150239046867366,23.80533950415153,53.03228181570425,0.8800027724810493,682.6079209357821,16,0,3,40,1.2488621788087186,-1.033838274121982
Tamale,2023-10-05,0.0901780141597453,23.165877940926563,65.82026567084726,0.6562990124541501,215.51493395322527,11,0,4,40,0.8481452993263725,-0.7579672851666273
Tamale,2023-10-06,21.99988989556151,23.04120925478089,62.60442263333556,0.7053413165051414,685.168449801088,21,0,4,40,5.908849411051368,16.091040484510142
Tamale,2023-10-07,2.79109873446051,20.38794907750749,54.61158143807262,0.6048451387151004,984.234322541123,23,0,4,40,6.274047637217125,-3.4829489027566147
Kumasi,2023-10-08,2.425193637276589,33.07687844734721,49.91445315923792,0.988280511661452,920.6367125855022,24,0,2,40,6.826590070364588,-4.401396433087999
Takoradi,2023-10-09,5.691663243132235,23.3883976539433,40.373743083274206,0.8228012885292058,495.2175947243655,15,0,3,41,8.22696137760771,-2.5352981344754744
Accra,2023-10-10,1.2311262797046667,31.085792604127484,63.496500472996935,0.9672719403577578,135.95317595748492,25,0,0,41,3.0347704736434995,-1.8036441939388328
Cape Coast,2023-10-11,14.97478126869888,32.60658025961226,44.35197228637945,0.6516927718145666,426.0641410001844,19,0,1,41,6.0806911072030925,8.894090161495788
Accra,2023-10-12,7.716963909377931,29.9915544907398,60.95344199441308,0.8909454564984449,843.7512804404997,15,0,0,41,7.403633675228427,0.3133302341495039
Takoradi,2023-10-13,0.4683181932050347,22.84189843640976,57.36551783917751,0.8829293219423711,731.3491913186494,30,0,3,41,6.097797412746627,-5.629479219541592
Cape Coast,2023-10-14,2.7028238701669487,27.018650451683047,66.79142775438196,0.8458278259332708,513.4092900345607,16,0,1,41,6.465721810362198,-3.7628979401952494
Takoradi,2023-10-15,10.564714800704266,24.879021968045414,56.97954500510136,0.9828194876334002,149.591381642948,28,0,3,41,5.3632051933635445,5.201509607340721
Tamale,2023-10-16,14.47780801560416,20.48149069634936,56.70552213652908,0.6967776680531578,484.2052550409724,18,0,4,42,7.053416219920101,7.424391795684058
Cape Coast,2023-10-17,3.1499372155069616,26.621796408608017,67.31870704288295,0.5653586617948787,522.1224457460951,18,0,1,42,7.723820975495583,-4.573883759988622
Tamale,2023-10-18,4.751970862882183,19.10480104420099,63.35058029084117,0.8358544296220304,935.6999796047224,20,0,4,42,8.23610772367439,-3.4841368607922076
Accra,2023-10-19,0.9138119462839928,30.93839694230782,63.16155957182778,0.864654900238603,676.9774932239435,16,0,0,42,5.823382010069323,-4.90957006378533
Accra,2023-10-20,23.647223430464063,22.676913513508037,64.69267589808527,0.7875302867294074,380.487624989184,16,0,0,42,8.115735863784298,15.531487566679765
Cape Coast,2023-10-21,1.3176908250884165,26.0057982793642,44.64427876792894,0.6034089465666981,572.7864380056492,17,0,1,42,7.657674266179662,-6.3399834410912455
Cape Coast,2023-10-22,14.30004665746944,26.41643935773071,67.56788679986983,0.7522279708346777,159.44977703994405,20,0,1,42,10.044693214826477,4.255353442642964
Takoradi,2023-10-23,5.2440652973428,23.705475131479613,66.12468794013603,0.6560948682845646,975.3114120847632,16,0,3,43,11.127256552591179,-5.883191255248379
Takoradi,2023-10-24,4.679111114360969,27.93346900737637,49.83316871423503,0.7137332640833445,424.05391173765344,18,0,3,43,6.385228473565405,-1.7061173592044359
Tamale,2023-10-25,3.594258762962206,22.62548171688738,57.55919526325799,0.8226092879223319,530.0806194218222,21,0,4,43,6.9543704580338535,-3.3601116950716476
Cape Coast,2023-10-26,1.311175140259813,29.35648648728622,59.606927123723686,0.8726073713454172,419.75557681323033,21,0,1,43,3.707152578731446,-2.395977438471633
Accra,2023-10-27,0.9711288501168364,18.270101598766257,58.655032155982674,0.6161123454506716,714.2605571045801,18,0,0,43,2.6389184669249555,-1.6677896168081192
Takoradi,2023-10-28,1.2454244931025338,25.63189789773206,63.338599665685344,0.7026626803234767,696.0089424966337,22,0,3,43,1.7804968116103463,-0.5350723185078126
Takoradi,2023-10-29,1.031667317772751,34.694644995291426,74.31366781831184,0.6345807854958145,743.7900794762221,21,0,3,43,1.1398489503129827,-0.10818163254023183
Accra,2023-10-30,7.561203787863983,19.998343376972127,70.81766727672829,0.5993158069309346,341.32890665072875,19,0,0,44,2.702356112214025,4.858847675649958
Takoradi,2023-10-31,2.154878205365372,21.611275147375743,46.87780806568594,0.8916936099979191,384.1016330476594,17,0,3,44,2.998293451026159,-0.8434152456607871
Tamale,2023-11-01,0.2979150416638424,27.56953924829457,66.22069990306049,0.9546263472184962,212.72610798658715,20,0,4,44,2.761416088166486,-2.463501046502644
Cape Coast,2023-11-02,17.385421082633872,25.89790890969799,73.28933319535409,0.6851160928422884,689.9589746615013,24,0,1,44,6.8498545293817665,10.535566553252107
Accra,2023-11-03,10.761604850130002,26.753150496367795,63.868085206892026,0.8756394621868835,135.8174146020873,22,0,0,44,7.649954794948271,3.111650055181731
Cape Coast,2023-11-04,13.138272769033772,27.44593565073832,70.90980425185967,0.9484976446822057,637.9141019711132,28,0,1,44,10.395803435865371,2.742469333168401
Takoradi,2023-11-05,26.400248845248534,28.17360734280885,80.12270445700764,0.9230621052651158,882.7262963664705,23,0,3,44,16.921386886761546,9.478861958486988
Takoradi,2023-11-06,0.9551684828809266,30.54849920978112,70.23709546106981,0.591406694269613,901.7489334606702,16,0,3,45,12.81382373682331,-11.858655253942382
Accra,2023-11-07,2.522909274469404,27.049093284642563,62.49308595641729,0.9781459407566806,504.1339843329655,26,0,0,45,10.75414984290816,-8.231240568438755
Tamale,2023-11-08,7.099017377406353,23.793711726907286,70.45088474084753,0.6883382202147312,513.3733193917665,28,0,4,45,9.244335995001304,-2.145318617594951
Kumasi,2023-11-09,5.953977012106687,28.36286850601365,61.44887833096891,0.6696203305869182,169.27226470721564,20,0,2,45,4.1327680367158415,1.8212089753908458
Accra,2023-11-10,0.8355644239675343,34.49940967447608,60.23903043284955,0.5312156636388902,703.6885228987321,24,0,0,45,4.102867021987493,-3.2673025980199593
Kumasi,2023-11-11,8.459565014931576,24.33683126808713,56.48585764286268,0.7430868270524416,839.133478335561,29,0,2,45,5.587030957103037,2.8725340578285383
Kumasi,2023-11-12,1.2708533362029315,20.127353476646796,75.63413358832108,0.5545068078204644,320.1895491442417,22,0,2,45,4.129989946802182,-2.85913661059925
Tamale,2023-11-13,1.2668387698482153,30.53540334643486,51.81571334057999,0.624269910463713,479.1707934700282,14,0,4,46,2.9582053862375632,-1.691366616389348
Kumasi,2023-11-14,3.849864921454185,24.398094180232007,75.32367724678116,0.6584713108836406,854.9554030887433,15,0,2,46,3.711780510609226,0.13808441084495904
Kumasi,2023-11-15,4.493972620934595,14.13665226992982,64.99864123740372,0.904413161745842,889.4084208960592,18,0,2,46,2.7203824121099807,1.773590208824614
Tamale,2023-11-16,4.338529227647337,29.23710838575211,46.006938251980586,0.9377443251979484,318.8619822378033,22,0,4,46,3.487301384971082,0.8512278426762547
Kumasi,2023-11-17,0.4797295148550687,22.323359070230385,63.67649292991422,0.6512331587307348,595.5135710872278,20,0,2,46,3.2905240712227957,-2.810794556367727
Kumasi,2023-11-18,10.49662405645712,24.5473335884792,38.99973492348376,0.929349060622287,273.2438355722444,21,0,2,46,4.952213854973529,5.544410201483592
Kumasi,2023-11-19,1.5435074883350777,26.659901652845072,66.25508016831036,0.9286154686848956,191.69088772560087,21,0,2,46,4.21459757182365,-2.6710900834885725
Accra,2023-11-20,0.6935233048470015,25.952498398895333,68.8523148298899,0.8823254751924368,920.0084512527618,18,0,0,47,3.3033460911235664,-2.609822786276565
Accra,2023-11-21,10.979790492400168,28.5472590856952,54.07644044347946,0.5733475570075908,838.4567538088983,19,0,0,47,5.928361335509841,5.051429156890327
Accra,2023-11-22,15.578381763766396,22.822568147150783,61.23547695955583,0.8451614234503645,784.0314116228565,22,0,0,47,7.19880076233716,8.379581001429237
Tamale,2023-11-23,9.907133922374811,27.565528990880413,79.54157433750287,0.9725120322902844,143.88968693182636,22,0,4,47,9.289707370847093,0.6174265515277177
Takoradi,2023-11-24,8.290937348668061,23.70226661208041,54.94253295738064,0.8412702393835785,859.3559134392317,17,0,3,47,11.189060881802357,-2.898123533134296
Kumasi,2023-11-25,5.3245625059931,28.694052404437517,49.410924129434,0.665808424553917,494.23966831484535,23,0,2,47,9.775253885200591,-4.450691379207491
Kumasi,2023-11-26,4.002073907849494,28.076837420065267,74.81663402462598,0.7502896587154156,408.1556109662737,18,0,2,47,6.881176921221366,-2.8791030133718722
Tamale,2023-11-27,0.455024483761754,20.322806489777022,79.62587190530795,0.8228625216755268,591.8287249228388,25,0,4,48,4.5181495615681015,-4.0631250778063475
Kumasi,2023-11-28,2.625072499551324,30.42991058087516,60.03695671847847,0.7552852043642517,182.21791845120023,31,0,2,48,3.1016833492889173,-0.47661084973759316
Accra,2023-11-29,2.331560393153081,22.32018277442976,70.11463035408356,0.5599764708654849,780.981894417159,17,0,0,48,2.353432821078912,-0.021872427925831328
Takoradi,2023-11-30,1.5038621173814224,29.040288991405724,73.41475915530881,0.6560320223260103,624.1915691994662,26,0,3,48,1.7288798734618944,-0.22501775608047203
Cape Coast,2023-12-01,6.426277899985342,26.836436567006704,52.57515767461616,0.9011980152768162,267.93108718585074,19,0,1,48,3.2216932275177914,3.2045846724675506
Kumasi,2023-12-02,3.424662419588268,34.190918383975614,55.14694164632132,0.9307090230477588,269.40897979214105,20,0,2,48,3.4215907075270273,0.0030717120612404614
Accra,2023-12-03,0.4225972361777927,23.88267008814074,72.30874513154735,0.5686500163577851,265.8237864154068,24,0,0,48,2.9443499182832054,-2.521752682105413
Cape Coast,2023-12-04,1.2434813059020824,23.253416019409013,76.85014278708509,0.9761933761993624,151.3021487967406,23,0,1,49,2.8792547154133703,-1.635773409511288
Takoradi,2023-12-05,5.748350637986245,24.902901970561334,65.62880860174354,0.6644113089243047,629.0186044345163,27,0,3,49,2.709772899913596,3.0385777380726484
Cape Coast,2023-12-06,0.3959242009745616,23.484101085828623,51.20185646497946,0.8311568693653599,856.3133598296573,20,0,1,49,1.9525883452601693,-1.5566641442856077
Accra,2023-12-07,9.525993115221024,28.99970950971025,79.87061111699441,0.8759125729783406,115.74839258864974,19,0,0,49,4.228437315020977,5.297555800200047
Cape Coast,2023-12-08,3.417435221560392,16.91844695781706,54.69029102188036,0.9059731173189416,144.10418047414618,12,0,1,49,4.771925793935554,-1.3544905723751621
Tamale,2023-12-09,3.2752756871779547,19.73158790426823,56.64862218828548,0.972874851112965,615.4932490182513,18,0,4,49,4.153657056233482,-0.8783813690555271
Cape Coast,2023-12-10,4.487440382940374,19.660985392104035,63.42337834489621,0.6564597740144114,837.5461168474471,17,0,1,49,5.176536101724935,-0.6890957187845608
Kumasi,2023-12-11,8.705739564722384,29.75153795986788,75.54160420714774,0.9292532272757772,394.0650015117702,22,0,2,50,4.971472714100274,3.7342668506221095
Kumasi,2023-12-12,2.137090669726076,33.553066862909624,68.53975976552223,0.5658434517181035,414.65295892695,20,0,2,50,4.651386576141696,-2.5142959064156196
Tamale,2023-12-13,5.666269489614255,24.477753907312643,64.1486550036191,0.8525204531767964,636.7118477470983,26,0,4,50,5.249135026750771,0.41713446286348344
Accra,2023-12-14,4.170466705174868,24.155891384049948,64.63288530118106,0.870988864756993,346.7916002117323,22,0,0,50,5.169891607309395,-0.9994249021345265
Kumasi,2023-12-15,1.5532407280053535,25.350260815565907,60.43514668643466,0.8388616206006603,123.94752946991572,29,0,2,50,3.3817668981301368,-1.8285261701247832
Takoradi,2023-12-16,10.544557177201792,30.809391513040957,65.58139514518507,0.6261573680675765,761.7056662914365,24,0,3,50,5.483633524999066,5.060923652202726
